File_name,Reference_transcript ,Language,nemo_indic_conformer_transcription,nemo_indic_conformer_wer,nemo_indic_conformer_slang_score,nemo_google_speech_transcription,nemo_google_speech_wer,nemo_google_speech_slang_score,audio_links
f042fdf7-ad3e-4f99-b3d4-1cf8c65a68ab,request three hundred rupees from vishnu,en-IN,request rs300 from vishnu,0.0,0.0,request 300 rupees from Vishnu,0.75,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f042fdf7-ad3e-4f99-b3d4-1cf8c65a68ab.wav
f37aab91-5ebb-4e80-bf62-a2d851058cd5,pay my electricity bill,en-IN,pay my electricity bill,0.0,0.0,pay my electricity bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f37aab91-5ebb-4e80-bf62-a2d851058cd5.wav
f15e0369-c243-495e-8211-128f1c7ae388,Accept payment from razorpay,en-IN,accept payment from raiser pay,0.75,1.0,accept payment from Reserve pay,0.75,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/f15e0369-c243-495e-8211-128f1c7ae388.wav
f9aab429-b9a6-4319-8535-1a66c4696188,show me any offers which are there in the app,en-IN,show me any offers which are there in the app,0.0,0.0,show me any offers which are there in the app,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f9aab429-b9a6-4319-8535-1a66c4696188.wav
f8f6fd4a-0528-43ef-aedf-8a28c236aeb5,one thousand from jagan,en-IN,weousan from ogan,0.6666666666666666,0.0,1000 from government,0.3333333333333333,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/f8f6fd4a-0528-43ef-aedf-8a28c236aeb5.wav
f6ce136c-5171-45dd-ab49-6fdf18ad7d0d,send two hundred rupees to my dad,en-IN,send rs200 to my dad,0.0,0.0,send 200 Rupees to my dad,0.4,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f6ce136c-5171-45dd-ab49-6fdf18ad7d0d.wav
f3ab2a1c-ba42-42aa-9f4d-811a79394af0,transfer ten thousand,en-IN,transfer ten,0.5,0.0,transfer 10000,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f3ab2a1c-ba42-42aa-9f4d-811a79394af0.wav
f1fb2931-1d47-403b-aa72-fd7b1c2c6b2f,can u gift hundred bucks to my friend,en-IN,can you gift hundred bucks to my friend,0.125,0.0,can you gift hundred bucks to my friend,0.125,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/f1fb2931-1d47-403b-aa72-fd7b1c2c6b2f.wav
f1f0a348-87a0-484d-94da-0c30fe5f38b1,ask vaishnav to pay five hundred rupees,en-IN,ask ayshnav to pay rs500,0.2,0.0,ask voice note to pay find rubies,0.8,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/f1f0a348-87a0-484d-94da-0c30fe5f38b1.wav
f0c2f94a-d9ce-469a-b830-80ecf04c2e6e,please ask dr. aishwarya to send one thousand rupees as a refund,en-IN,please ask dr ashwaria to send rs1000 as a refund,0.2,0.0,as a refund,0.7,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/f0c2f94a-d9ce-469a-b830-80ecf04c2e6e.wav
eef55f8a-d7ff-4a09-9e59-763c868cc6b1,check my account balance,en-IN,check my accun balance,0.25,0.0,check my account balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/eef55f8a-d7ff-4a09-9e59-763c868cc6b1.wav
eec5bfdc-0efe-4297-b8e3-878253a8b6ad,scan and pay five hundred rupees,en-IN,scan and pay rs500,0.0,0.0,scan and pay finder rupees,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/eec5bfdc-0efe-4297-b8e3-878253a8b6ad.wav
ee4225ee-6720-45c8-9a2d-17bf033cbb67,four hundred,en-IN,400,0.0,0.0,400,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ee4225ee-6720-45c8-9a2d-17bf033cbb67.wav
ee76dd2c-7ca0-45de-9e93-cfb382bbe256,please show QR code scanner,en-IN,please show your code scanner,0.2,0.0,please show qr-code scanner,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/ee76dd2c-7ca0-45de-9e93-cfb382bbe256.wav
ee1cb199-b667-4c82-bbf6-d43ae3bba1da,pay my phone bill to airtel,en-IN,pay my phone bill to etel,0.16666666666666666,0.0,pay my phone bill,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ee1cb199-b667-4c82-bbf6-d43ae3bba1da.wav
edb889eb-4d4d-44a1-bbe3-49a84bfc45f4,i want to make a transaction to ajay four hundred rupees,en-IN,i want to make a transaction to a j rs400,0.2222222222222222,0.0,I want to make a transaction to a j foreign rupees,0.5555555555555556,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/edb889eb-4d4d-44a1-bbe3-49a84bfc45f4.wav
ed28b53b-6716-4521-a08c-2f171187ee60,thre four zero zero pnb account please tell the balance,en-IN,three fourzzero pnb bank account please tell the balance,0.375,0.0,3400 pnb bank account please tell the balance,0.375,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ed28b53b-6716-4521-a08c-2f171187ee60.wav
ed1ff3dd-acb8-438d-85ce-d69a08d3f9be,give tulsi a gift of six hundred rupees,en-IN,give tlasi a gift of rs600,0.16666666666666666,0.0,give a gift of $600 piece,0.5,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/ed1ff3dd-acb8-438d-85ce-d69a08d3f9be.wav
ed1c6cbe-4f44-4516-af18-4bb100eb0bef,show me my transactions,en-IN,show me my transactions,0.0,0.0,show me my transactions,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ed1c6cbe-4f44-4516-af18-4bb100eb0bef.wav
eb606764-e7a2-46ae-9497-3c4f2cca31c7,bank balance,en-IN,bank balance,0.0,0.0,bank balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/eb606764-e7a2-46ae-9497-3c4f2cca31c7.wav
eb92f45f-7952-4295-9f37-178d69126ed9,pay my gas bill,en-IN,pay my gas bill,0.0,0.0,pay my gas bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/eb92f45f-7952-4295-9f37-178d69126ed9.wav
eb2a10f5-77aa-4217-9ecd-44e3f0e47c8b,how much have i spent in last month,en-IN,how much have i spent in last month,0.0,0.0,how much have I spent in last month,0.125,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/eb2a10f5-77aa-4217-9ecd-44e3f0e47c8b.wav
e2401752-958b-403a-9da1-682d41729caa,approve my current payments,en-IN,approve my current payments,0.0,0.0,approve my current payments,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e2401752-958b-403a-9da1-682d41729caa.wav
e461308d-bffc-4811-b5ac-6ed4a1a91040,i would like to make a donation to akshaya patra,en-IN,i would like to make a donation to aksaya patra,0.1,0.0,I would like to make a donation to akshaya Patra,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e461308d-bffc-4811-b5ac-6ed4a1a91040.wav
e146776d-ec02-49c8-b495-7b4a4613d46a,infinite,en-IN,infinite,0.0,1.0,infinite,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e146776d-ec02-49c8-b495-7b4a4613d46a.wav
e17415e4-71e1-42fe-8c80-c43e2e704063,open QR code,en-IN,open qre code,0.3333333333333333,0.0,open QR code,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e17415e4-71e1-42fe-8c80-c43e2e704063.wav
e4698de2-52b9-4d26-9d45-8cc6c900fba4,donation to PM cares fund,en-IN,donation to pm cairs fund,0.4,0.0,donation to PM cares fund,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e4698de2-52b9-4d26-9d45-8cc6c900fba4.wav
e4619b03-a874-4a0b-8294-f0117a40a087,last transaction,en-IN,last transaction,0.0,1.0,last transaction,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e4619b03-a874-4a0b-8294-f0117a40a087.wav
e3543c36-0ead-4766-ab36-1a2281d70f43,approve my current transaction,en-IN,approve my current transaction,0.0,1.0,I'm through my current transaction,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e3543c36-0ead-4766-ab36-1a2281d70f43.wav
e944a5d0-6bef-4a7f-bfda-722186869a61,can you donate two thousand rupees on my behalf to the PM care fund,en-IN,can you donate rs2000 on my behalf to the pmcare fund,0.16666666666666666,0.0,can you donate to thousand degrees on my behalf to the PM cares fund,0.3333333333333333,0.4,https://storage.googleapis.com/slang-audio-test-data/audio/e944a5d0-6bef-4a7f-bfda-722186869a61.wav
e105bcf6-310b-4783-aa0d-fab6da6a125c,i want to invest in the nykaa IPO,en-IN,i want to invest in the naika ipo,0.25,0.0,I want to invest in the Nike Apo,0.375,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e105bcf6-310b-4783-aa0d-fab6da6a125c.wav
e96ce484-ccc9-4411-a0ec-0268fd4b8ee7,donate five thousand rupees to the ,en-IN,donate five thousan rupees to the,0.75,0.0,"donate 5,000 Rupees to the",0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e96ce484-ccc9-4411-a0ec-0268fd4b8ee7.wav
e84ade3c-aa6c-43c0-a6f0-0a7af43b42da,open QR code to scan and pay thousand rupees ,en-IN,open qr code to scan and pay thousand rupees,0.1111111111111111,0.0,open q r code to scan and pay a thousand rupees,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e84ade3c-aa6c-43c0-a6f0-0a7af43b42da.wav
e66e3475-5bb9-4a63-8965-9157bb14361b,send five hundred rupees to Dr. neelam for her dental consultation fees,en-IN,sent rs500 to dr neelm for her dental consultation fees,0.3,0.0,send 500 Rupees to dr. nilam for a dental consultation fees,0.5,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/e66e3475-5bb9-4a63-8965-9157bb14361b.wav
e59a24d7-2046-4e72-a85a-4f6a116344c6,pay my fastag bill,en-IN,pay my 1st tag bill,0.5,0.0,pay my past tax bill,0.5,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/e59a24d7-2046-4e72-a85a-4f6a116344c6.wav
e57fc772-11e3-414b-8a0c-520e8d285396,request four hundred from anjali,en-IN,request 400 from angele,0.25,0.0,request 400 from Anjali,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e57fc772-11e3-414b-8a0c-520e8d285396.wav
e23a74eb-1db7-46d9-92f8-af5bc020654d,show my account balance for HDFC account,en-IN,show my account balance for hdfc account,0.14285714285714285,0.0,show my account balance for HDFC account,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e23a74eb-1db7-46d9-92f8-af5bc020654d.wav
e19e5ae6-e814-4a98-8969-cd63de3cbf2a,please open the Qr scanner of rupees hundred and two point five zero,en-IN,please open a qa scanner of rupees 100 twozer,0.5,0.0,please open a QR Scanner of rupees 102.5 0,0.6,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/e19e5ae6-e814-4a98-8969-cd63de3cbf2a.wav
e08c14ef-97f9-47f7-8ded-a5d153b54cc2,transfer ten thousand to EVG abhi,en-IN,transfer 10000 to ev g a b,0.8,0.0,transfer 10002 e v g a b,1.2,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/e08c14ef-97f9-47f7-8ded-a5d153b54cc2.wav
e7be7084-d747-44cc-8ee3-b9f843eaccfc,pay my internet bill,en-IN,pay my internet bill,0.0,0.0,pay my Internet bill,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e7be7084-d747-44cc-8ee3-b9f843eaccfc.wav
e4dc0b3f-050c-4802-929b-8494f5807f1e,PO,en-IN,beal,1.0,1.0,deal,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e4dc0b3f-050c-4802-929b-8494f5807f1e.wav
e3f42e33-dead-4e7a-9349-5db5af58e710,pay my cable bill for two hundred and fifty two rupees,en-IN,pay my cable bill for rs252,0.0,0.0,pay my cable bill for 250 to rupees,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/e3f42e33-dead-4e7a-9349-5db5af58e710.wav
e1db3384-7fd6-448e-8a57-6cde5dbeb4f8,any offers if i do payment of five thousand to a person,en-IN,any offers if i do payment of 5000 to a person,0.0,0.0,any offers Aveda payment of 5000 to a percent,0.36363636363636365,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/e1db3384-7fd6-448e-8a57-6cde5dbeb4f8.wav
e0cbbd27-21ef-477f-af40-c29b0d52396e,get five hundred rupees from dad,en-IN,get rs500 from dad,0.0,0.0,get 500 rupees from Dad,0.75,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e0cbbd27-21ef-477f-af40-c29b0d52396e.wav
dfa2d87a-5816-45b7-a6c2-f93949424e42,hey pay all the pending request,en-IN,hey pay all the pending requests,0.16666666666666666,0.0,hey bay all the pending request,0.16666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/dfa2d87a-5816-45b7-a6c2-f93949424e42.wav
de6345f1-1280-4138-8dac-6e83e1c0b182,gift vijay six thousand rupees,en-IN,gift j rs6000,0.3333333333333333,0.0,give to BJ 6000 rupees,1.6666666666666667,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/de6345f1-1280-4138-8dac-6e83e1c0b182.wav
de951c42-d4e8-4354-a2a5-051c3bc55f38,send six thousand to hariharan,en-IN,send 6000 to hary headen,0.5,0.0,send 6002,0.75,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/de951c42-d4e8-4354-a2a5-051c3bc55f38.wav
de77f92e-847e-49aa-883a-1df52da509ba,request shradha to send two hundred rupees and 11 rupees also to me,en-IN,request radha to send rs200 and rs11 also to me,0.2727272727272727,0.0,request a 3rd to send rs200 and 11 rupees also to me,0.18181818181818182,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/de77f92e-847e-49aa-883a-1df52da509ba.wav
de0cb7af-2bd3-4477-9c9b-ef8e08019922,i want to invest in IPO,en-IN,i want to invest in ipo,0.16666666666666666,0.0,I want to invest in IBO,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/de0cb7af-2bd3-4477-9c9b-ef8e08019922.wav
ddf8cf7c-5fc6-4010-a8ca-2f7ca1fa22d9,from nagendra,en-IN,from nagendra,0.0,0.0,from nagendra,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ddf8cf7c-5fc6-4010-a8ca-2f7ca1fa22d9.wav
dd673c98-a4ef-4ec9-9021-9d41a46ee7a1,scanner,en-IN,cner scanner,1.0,0.0,scanner,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/dd673c98-a4ef-4ec9-9021-9d41a46ee7a1.wav
dd87ea5c-7df7-47d6-a519-a0665b7e8d5a,QR code,en-IN,q r code,1.0,0.0,q r code,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/dd87ea5c-7df7-47d6-a519-a0665b7e8d5a.wav
dd72ce3d-e2e2-4715-8b1a-d491a4d530a0,show my balance,en-IN,shw my balance,0.3333333333333333,0.0,show my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/dd72ce3d-e2e2-4715-8b1a-d491a4d530a0.wav
dd5e779c-f5d5-40bd-916a-a6792d188035,send five hundred rupees to ajay has a gift,en-IN,send rs500 to ajaiy as a gift,0.2857142857142857,0.0,send 500 Rupees to a day as a gift,0.7142857142857143,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/dd5e779c-f5d5-40bd-916a-a6792d188035.wav
dccb8fef-02d3-4835-9643-43441fcde025,request five hundred rupees from shanthi,en-IN,request rs500 from shanpg,0.25,0.0,request 500 rupees from shanty,0.75,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/dccb8fef-02d3-4835-9643-43441fcde025.wav
dcc63e6b-9429-4213-a357-2c845b255433,scan and send five thousand rupees,en-IN,scanons send rs5000,0.5,0.0,scan and send 5000 rupees,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/dcc63e6b-9429-4213-a357-2c845b255433.wav
dcaaf923-b9e4-44e5-affc-43ad8090df7a,send dad eleven hundred rupees for diwali has a gift,en-IN,sentd died hundred rupees for the vale as a gift,0.875,0.0,send died Eleven Hundred rupees for the valley as a gift,0.875,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/dcaaf923-b9e4-44e5-affc-43ad8090df7a.wav
dc6bafbf-b1c1-4923-b1c0-6fd438b868c6,please open a QR scanner to send five hundred rupees to shalu,en-IN,please open a qa scanner to send rs500 to shalo,0.2,0.0,please open a QR Scanner to send 500 Rupees to shalu,0.3,0.8,https://storage.googleapis.com/slang-audio-test-data/audio/dc6bafbf-b1c1-4923-b1c0-6fd438b868c6.wav
db23c871-8d84-41c2-b06f-b30375bc4494,i would like twenty thousand rupees from myself,en-IN,i would like rs20000 from myself,0.0,0.0,I would like rs20000 from myself,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/db23c871-8d84-41c2-b06f-b30375bc4494.wav
da10a7d0-708b-4483-93cf-d72f07a57327,how much do i have in my bank,en-IN,how much do i have in my bank,0.0,0.0,how much do a do I have in my bank,0.375,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/da10a7d0-708b-4483-93cf-d72f07a57327.wav
d8112543-7c1a-4e0b-9223-de7710b91c57,transfer two hundred rupees to vijay,en-IN,transfer rs200 to vja,0.25,0.0,transfer to Indian rupees to Vijay,1.0,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/d8112543-7c1a-4e0b-9223-de7710b91c57.wav
d84432e1-d35c-41df-b15b-9c10c9810f05,i want to see balance,en-IN,i want to see balance,0.0,0.0,I want to see balance,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d84432e1-d35c-41df-b15b-9c10c9810f05.wav
d767e5fd-181d-4cb8-95f0-761d0a8ad92a,i would like to see my balance,en-IN,i would like to see my balance,0.0,0.0,I would like to see my balance,0.14285714285714285,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d767e5fd-181d-4cb8-95f0-761d0a8ad92a.wav
d547d45d-7240-4d7c-955b-fd35552b875f,show me my account balance as of today,en-IN,show me my account balance as of today,0.0,0.0,show me my account balance as of today,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d547d45d-7240-4d7c-955b-fd35552b875f.wav
d277f314-7c72-43fb-9741-61393d99e987,pay my life insurance bill,en-IN,pay my life insurance bill,0.0,0.0,BMI life insurance bill,0.4,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/d277f314-7c72-43fb-9741-61393d99e987.wav
d242ac84-d8a9-4883-a323-d5afb40d45c4,arya,en-IN,aya,1.0,0.0,Aria,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d242ac84-d8a9-4883-a323-d5afb40d45c4.wav
d237c8ad-6e99-43ac-bcd9-c21cac46934e,i want some great offers,en-IN,now want some great offers,0.2,0.0,I want some grade outfits,0.6,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d237c8ad-6e99-43ac-bcd9-c21cac46934e.wav
d73d6b31-7dc1-4af5-9ab1-9fdc8670b3fe,can you please pay the electricity bill,en-IN,can you please pay the electricity bill,0.0,0.0,can you please pay the electricity bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d73d6b31-7dc1-4af5-9ab1-9fdc8670b3fe.wav
d58a1343-54fd-41f7-9648-c4e23b1d3b77,ten thousand,en-IN,10000,0.0,0.0,10000,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d58a1343-54fd-41f7-9648-c4e23b1d3b77.wav
d9df3b3e-574d-40bc-b40b-e99b6d8b1d0c,view my balance,en-IN,view my balance,0.0,0.0,view my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d9df3b3e-574d-40bc-b40b-e99b6d8b1d0c.wav
d8aec939-3808-43fe-92d3-7ffb731e56f8,show me all the transaction of today,en-IN,show me all the transaction of today,0.0,0.0,show me all the train section of today,0.2857142857142857,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d8aec939-3808-43fe-92d3-7ffb731e56f8.wav
d6b9b55a-58ab-4374-94ee-d1af9f01ecc1,i want to scan and pay fifteen hundred rupees to the hardware shop,en-IN,i want to scan and payive rupees to the hardware shop,0.18181818181818182,0.0,I want to scan and pay 1500 to peas to the hardware shop,0.36363636363636365,0.4285714285714286,https://storage.googleapis.com/slang-audio-test-data/audio/d6b9b55a-58ab-4374-94ee-d1af9f01ecc1.wav
d4f16053-6211-4e9f-9afa-42b9a6534a4a,scan and send three thousand five sixty five rupees,en-IN,s caanon send threeusand rs565,0.8,0.0,"scan and send 3,000 565 rupees",0.6,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/d4f16053-6211-4e9f-9afa-42b9a6534a4a.wav
d4b64e73-3e00-42fd-96c6-49d04b50562f,why,en-IN,,1.0,1.0,lay,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d4b64e73-3e00-42fd-96c6-49d04b50562f.wav
d3fdc905-61ea-436d-866a-535bfd225dfc,donate hariharan foundation with hundred rupees,en-IN,donate hergaran foundation with rs100,0.5,0.0,donate foundation with a hundred rupees,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d3fdc905-61ea-436d-866a-535bfd225dfc.wav
d3ddc2c5-c890-4520-afa8-6ed22e5f46a1,send money two thousand rupees to papa,en-IN,send money rs2000 to papa,0.0,0.0,send money rs2000 to Papa,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d3ddc2c5-c890-4520-afa8-6ed22e5f46a1.wav
